TASK,NAME,EMAIL,STATUS,CREATED_AT,UPDATED_AT,DELETED_AT,FILED1,FILED2
"Xerox 1980","Neola Schneider",807,-166.85,4.28,6.18,Nunavut,FZWZ0gsxq9jXB0SkctwCvMEN7IzO4U8CWDld7Hdekw89rFHUb5aGDWhhtUWC2w1Uac0cLQbFtELQw59zGZk2+XLJUfa4Vcv9Ob/7Juk75zYc1ybXUEojE1LbHX6tPc9STDHz7z/Fdy5ZiuhM9N+CSsb2KX+ibEe+GdhJE4pnrjL9DrEpF6+wUIJfanL2uj5Ch2Ya/rzUgaE/NQ3/4Innn6rT/aRHu5BzebOmk2nobXch2e2kZzU7PVxWlQSVmxzX2rQJDaqy2xxE9lmCljdLX+1vpIQgjKqmGFRm8IqQsCd+2JSgxq/O2esjngkSrt6cV9WcxRP1oJBSHB22DVV41ArGntY2IjnfTcF8yo6PKI/45Ax24d16XpR2cqp76myhKDN1X/8807XL6vBvqIT3B83Oz9snZFY8L2JLrtgi5wyBtcw8Na7L/IE7ewgtC86O5IsfOFrXEhLP/qCVD+vtMJrz25GthVr4KyaocF+qI203aMphKiVBZ3c7VN571I+9KqeltcWUXvgZsNk0BsrITE/PYUujZIiRiZlR0XHTGPiNBn+khCCcidzXd9yE6TaBh0GvDg5wfN0Fd/6+m0SVT0CMucgn3pI3s9l2TOt136nSOQ2iSTWvvzzKHa3ecmMKgJ/4G9OKMXhcb+0iqaFxR11AQD4MjH9/KcjorpGXj9I=,Rdc6E6nLonSfIZKGb8TPNELy/4YaDvgIgeJ/vqzsELrdPNzQbbzxbfCaVTyK3ztJ/4yc7DhU/LSi2vaKi6ByxrbNbPn0vkFkOD8NlwLWRGP+TgaOhMfPI2YXIdMBjR8XuYJWXdBrPdnu8QKZapcQq57hfGPQYScr2UCDkZEimFNAEHw1Oop2GIbCuGJMnG5/9khwIrV19KGmC8IJm9lj7es1bGFXXCEWplH6U35y3suovipBrqiXTnjQ9+H2Qdqo3YcfHD+DwUjIcMN7O+3NnDMVz8ifpL9A9EgVpOTsxwBynrsURNySPQjZeA5EnSzxeYhFiowtpn+sXCbi5ZyAyProt1S5cfxJ3ui2wfXYCjXM4rc6LOdbUKPuwneQBt4Yf7xqXHhYiKYVdkq7yMbfOlu86wxpntEsecNqclXRCjQtpUClageP0+7pa/qfx9rB87KnjxPjIvv4n4hSIEnLKUnEJV5trzkwgHhyQ7qDAIsrhr1vtKLC3nFGP4v/aiMLYL1YW4QdPg2PfFTD/Puu5B+e9j8RKbZbVxe2AB2qOiMjyDWtu5nD9hfVrKrF/j8m0P+zfzofI96HiEFmDTy+LUjQdIBvPduOXv3fhRn016oO2EC9zN7PWo+Zmh/KH7qhnndKOntsOsLGjMm6oMz8fuRtnCKSQq4MwyHRbAv/g3s=
"Advantus Map Pennant Flags and Round Head Tacks","Neola Schneider",807,-14.33,3.95,2,Nunavut,mELwTk3Nbkeks1K9HU+7h08VEq/yOxmm5Rl36UUmxNxhxZLTb/3KsZ2fPuBwRBnTHW8tnZwBmZkI0lLg8bKxjdYAm4gFDawh/Y9zHOkO/eQT05fv4xyY0sexznexfRPZrtZrdiiXcJrHodJ2ICc8hL5zvhdtFN6eT+QoTc0Tw64yN/p6Ol2uwpVuTbeowAJG7CzjEITQHzRNICnL1W7qo+Xc69V8l1n7xpgQ8dRt71xGjUGizM2VxLB/LFb+o1M3v0JH0NQ+b+I8ynCoNEJeYMcok2Yuw1gIwAGLk/1n45RTmisFCyWsMOzaCi8K4GDdG2Ri9fXbotZcgYGeeOQmCGWRIz1YdOR9RVU1LcfkEE5OZzHv1yFVxWFPhplj8YD7JT6UpgaYHIUFHWKGNjrJKgc7Rib1LMl4Wbx2E4OcWqERzEjIRdvA8x/gy0KwxP4Nr3ww2WyEnPnVn+ZpjeeGoonwVhX+hSKZ8kYK+gtTYpj5K3poBbc24uwwGmfdNK3Qv0418YSJ3yVPZYutOGs/rznD5B9dx/t4qXN53Xhgzt6CPhhaUR8u8Rfnh0TfEdsEz8H1WTIXTrOqAug/3r6Vz6qawbtpkrZfS6n9qjG3i1fKNUIMrOSeCuki59JtNKb9HzWH0sGydDvD9kFUPP4H9AjywgqgtlyZiW8g7eMPzpU=,QjIoFzF4nc0HRvTGWVrBVkpIOz8d72bl0GJzexH+MQ7iC6iEv07yM3+Tv62DsBrlMyQyWKusLvRt2p4kATS5moi9KK7pA4tEnCLbp2fKfg7NZFcAJUUMNbr8qyGenJxZb0aS9OU23EUi7ZoGcaszP39UbjX3UD6rnVRm2eRtmBZpmaJ3gKhvDTkQT6BeWEuw/37L0g8ntWxAO2VvZ5Bd3c0dzNxIfbSrKjvROn488sEXjF58fin/arGG16JQycYz+o7NoVKpS9hNzLbpLiWXIiMltzfXVhtnIxiNQ/dg6JFV0l6w56f9w/aGGfL3S+7xftoAHsEmMp0WLeEIQdb6cUl5uGHc8bAPFgFOaaClkX+9rQsPnfqbvdXTg5eE7n3Xw0jWYQdeFWrUhXZ8Zt/hdXNTU+91dOGNKmzsSYBpNlDoOfqLN12TKsNY9DquiTSKexxukQmdEXY8z1TAKU1zqtDxx41fVYM9AoHAa3kH0ONL/EL4Q79y84KQf82woYrH906Gt7NYK/ZTwnqTJsncSK/PN9Dq4+2iux6SrvwBY3BUShjiXZd1EMHpTjlJaYEwZS7yZKW/paHKmqwIrfG/hHw3DcljjO06ExYv8i4Vj0eE76G/c12iSSFGTr64x0cWBNbkVOArg1hwRXeKO3nUY9T5CCNb68XoEGxo8kuTy7U=
"Holmes HEPA Air Purifier","Carlos Daly",868,134.72,21.78,5.94,Nunavut,m23nFumfBaDUqq/qaRt3PzFh7T03ai1ss+6b/kA9QeSeljHUO4WFaznXt3I/PxDg8zFuhMETmeFrx5Kik/JjwsZ7eebbcFMmagx/q4vbXXVUgw/ZEDXWYOylnUaW3ywis1JVTe67HEX7J/W8hNKBx7JbM2uQGmJLi3WXjM7Qk+ji3h0OaC5+QCSVyUqsFY2tmYZfKlJCWzXZ/SRrHbUAUtxbSW23R8z/GQlR/dMLsGUp19etNSFRSiC1Lvz4h18LhOnq+pqtS65JyRiMdm8tBLqnemO8RbCvTs6Pvqc7IshgJ2vZaLygDtYIyOvhMd2CTn1UZK9SUr7MQIBQdNTVYBuwnhGBvRoPHrWrfBt8tQqhjXPpZD/3e1XIfZ8geAA+1h+Sl7UfN7POh/4btd2+p+/bKHUloylVUn0olIReENluF6q9LQZ+VDeEM7reCNaxZfdRRl6Eqk/tHu/4uCr6tyQaPb18S9N6Pp4sFAoHC+taEZdqVkmGgkqC0UNVDg61GbcdLUsoBcAmpnKCNzHprNxxC8BHv734OnbTQZO3jsYywasRSuaQNGeYXrB7iSP6ym4OLEfT0CHmqkkLB3TQnYa8jQsVfig+GFBgxkVDgIsPbLRe+YV35eFlTW/MP63h9TF+yG0pGWVCLSNdXNZHzFdVphHZg7fK5LtRGOxTUd0=,oOvm/XsuMOQ/gJkguDQ4bq5jmBX+1QbaW3LD1E2I8OONcUMozdXpWb9JRdNhVZ6m5PtCHH6xTSnOO07Dt8ER9sb1k2nZaIfZlJB9rv0OLvZ+kVAKmmmSAgD1rQGN4whtmlgI9VAjMdFFaMOdbpZ0h8Fg3HlUmBqfh8l6/fRwNF0aydf0LnOp5DzRbUE6H0bph+lvBs8n47pV3fSBPFDM1CnIgFTM24p5M8Tm+TTS/+n0sqFSPN/uhMo5p39U4O3SXFqumbhRyiCg9TiBYlc/ehV0HklBgT3WSRcdQ5O0B2YpsXP2/7+WJnUN5rRCMuHrBNmuK8uwaOlEsWHaeAfKfAPwt9ULlmNyKf1/GYwNSD1HzdvVjpal8mU6YO2E4BcmZFJutqr4PvUmwBtCRAilNcntpQVTN/2AdzD2EFyyh5mmNkk+plGGuFm92K66rihXh9Hj52fRHxf1X2CaEoo/ySkgGwr/MMZTLTTdA7iYiOZwChXjMq+Y0ZsSH+y2hzF86bROrQTdwgcD0zIgruUrVa0e4WtFSi8OZEnUkxBk1fe+hns+QRYRMMLoH4i7zkIaS7K8qjYPis2b8r8V/DY09GjjA3x9ZfX8qFil46fvUivSCRjUUs1+pHa0VzBxu935mqXqa5ddBo93uuZwpaaNTYiT7QI3CAmysZhaAuU/L+Q=
"DS/HD IBM Formatted Diskettes, 200/Pack - Staples","Carlos Daly",868,114.46,47.98,3.61,Nunavut,kGduUm69vhtwr5SWsHElF3aYYEpFHeVpeEr5Os+tYjQWfypgQWeawUFEdFOXnDK3PXiOKnOYexUcHZ+B6qv+fZ935yG1TioIO/LBmSPTKfblQx1esPGVpncvcFrbEqs66+F6hLM+Z/6dvWfJ0Gdrk9DrCEcK0+Hd+Y8olRnaOdLd71fSkORqRAnT/zM6aOEAlRrYfuHXCd1z2zS0AfgPDRJDoYcN12SUvzQkM+4IhXSSrGvwJ4PTCVmAEItAoMCRzz9++YAHB34e/pG3NlaIXAYIDNEmVfPEPkIgtM5qvJxiYPaUqCtpJJ6ZAjOCRXfYCIm4e9kFU2Ba4Mt4P5jZxIvX2aSXqxpJAC1sE2bvx//ji/Za0VMW+XVhGwjXbHDxl0D5NdsiRlQLMm3V4wOl/3ywpRfQNegI9OFnOFp94tD+qlqZvToBuDjksoUCVlgpVV1U1o/TTzC+vibpVE/5KMVYle8+QbctsNwSSh2DkO2FpkurJCtnS83UTovlvzaIpAamtFgN4xgwXkNpsosbU76vExdNVMVN2nATN5oHaVH8p4HkhmZqaBNxko7OCl6mCS6mU/yOGrlYYDTaj0JTFnXhYpeUdPFbsZ7UVtVvcyS6tEKZmyWCCFKWFBImtPC3vQuNcy7rN8BB8gKOsSdZyvEbOD+B94uSnDptpCpfMoo=,v5jXAaYDoiJHVGleaDngk5tri+selEz/cfHMxBWRpfBgwG0Dw1YM8neIn/2OUaHNXxi09yFVvWU+ZyQ8T+KD4v6DEwNvQ/VlSfuQ0IYlhHwo2wtBrjTB9onLpDNFf3gppPi96n/w56Q+AZi5C+zkoqpKPKNVLlDZiVB+QZNgbKYlnzErYEk8VmVM3pR3ULDxu87RY5VSVsfwLyMf/JYtX5wopCPd300JoZh+deNfKhw9fjHZPZVsO4b8UgQMAAG+geLQ7eLKNHRD5BoRFeHWG3X/gipVGjbCOrymT0eV5SYDSFmlsVmBK9cV+bdw1+BRoYvNJ20mIBiUE4D/rd646vds9X6PsgYSt6/Qg1SWvGjlRoDU8OnrGw359Sb33SbaK0BDBJMmoRC8E6RHEYaqGW4dlVNyRP3Yfo0gCN5M5ZAYMsVxnm96vUG8xJVafRwGTOqlyXWGT5Hj4W/AnsCGo4fpPFMWWfvHd8XwddVlnDv2ea6KgcZUJ2WbZQ9QCaRAdku9p6A/SZCuvRLm4E2JQmevzwWuJgJAxqLMR0gP+NgPrcs6efLgQvjOGnsbAvkMwjp9WCOHeibAptoXWVd5QcldBCjFGIPvb0Cld4pVIY/kuloV9qoSk3Oxfpt+h7s4yqNioQx/Seejnfv1WLWdbjj3Wxv1lzwcuSfgnh9vPJg=
"Wilson Jones 1"" Hanging DublLock� Ring Binders","Claudia Miner",933,-4.72,5.28,2.99,Nunavut,bjnL1WRyCylS0xhdvKX1qj5x4Zbd5ztJrAtHrYjFxrGRP9wBh0Rt9Ml9yfIMrtgnrsDmHnMzTGd537IMR3Ldc/W87uaCXo3ClfMYLR4x91M3caMhymt8lkcQ6wubgL4qLpCyZNxqNGPZGcbgwBuya8zfx6Fr1w5gGR5r3km3AgjD3DbxrhllmXXm8r5xAbjS7bJ39piRkD2FS2PikWRNZaSWO8wf+YM/tQQ6rdiQ9HpixCawfkIaASV/su3VGQGvRSrf06weB7W3z+JPsU+6jDUwqeQp5TVNVG01/b/ZYud1U8actTJ8DCRnhp7mu0nk9yOy1Q/frcM6j6nDi3AqWVPt3NworW+pmVPRyfrbg4+JNsNeJzNSYFVxygarKZGfS5pxlY/MneSAiHXKmCaZSpXHPMLsFHeH9DnUy+3r29OQWSnM+4zKVJ07mNEOJHjhvV+k0WL64hNAHQ4zcdJ8jbp+ia090O4JUXiGaDrF8VuP2DdzxApeBDUiZE1QKOe9PhH5PWzVsMKoqdeuz/0cRsYOpan8spaE/HusfrgRAhgZ9gsWYan/O39HhrAOCSfafQjZm+EXB6hHUWzwdCBbx8dSzrqKvl805LG0UFUTPiFe53peWTtAVcQEE34m4wqA5BrsBLyvIawai5BxKTxZeRm+kh9MiFuiSNCScWmvUn8=,s060U8LFeKJP0KcPWILbUMh1NI2/U6/JHegpEZ+rSuymrumoIZ10Jr9bl3wNPb9PmWNmlDapJXMsIC8SsoO+u4vRR/RugSs5WuByLLCjIFBcejxa5IJ875xb/MSY34sX/uGFT3WIWt7WqEDPHRxF84VIkNwPLr4irieaQuWvlvPl5D0XeAjN2SAB8TqfOtneTb51N/ADManUJMJNKBdZyZytRVnGz97CGFD6uWUBWE6gd7t4R5IWb/CwcbNmmq23z6rkGL1AjRFyCZcupiB2SoPn+ocZijZT3T7FUzSmDe07ApzfvvEUc4HOWqQAtIJC1O6YFPV8829zzvkCyl6UV9bQqWu231nVY5eI9B52k8LZ00g8t4qBF1KFvXigkUUOf41GKSEBBvg5lsCnjFKJQaw9V4AV+wfFp0GI8HRZ0HJOPK1JYnd3Fd4O+z88krlUdSWp9V+dSInEKCzKMMDsVo9TeNHMaCUrjoSXJM+55ju3TovvsbQ5qyszrWkQPnHveuQ6mmaxjCZlIUbBIsshLq1ZaGPWYgZ2+Dc9FDOafbevgzaThQmRLp2dDpq5Ej1zqMpRUjrVxbKZgh1bI+s4W2WvLTsfBND/bupFCzZN2KLIBO+Rd4mTXuXtaqwTCPqoi10kM5edPNTFBYY3JNZ58sOClYCB136REjW4ocUkTU4=
"Ultra Commercial Grade Dual Valve Door Closer","Neola Schneider",995,782.91,39.89,3.04,Nunavut,aw+1BqPK51xyzlXaEW7YzxSYnjgTIWbywuqXUtVlDO89gbPq4qu0hvlLQVOVEZd7TlVwO38JXbJ4a8vu2cj4dPHPMLJ6Hiv7kt0+++klhrjg8QB9vynOhrjr+1DwPWMCH04rxgEOglQNSVhHUJkME399wiRwIndbIanbREt6RsfvhPIxAjbcGohjmmzLk6jv9bMto0u9IytSf1ORt66r+HYT0OvYLJhfJ+kfcWGzawZzcVlPt3vsYpGQVODgkwYHABatPqIjtN+AzgoccbJzNLMby/j54ETO+zUXhenSANTD/XhDACMAS2ht6KBvNIYkB+3VZmvhW6eC8H2PBkiQ4iMEKZf2RJxIQVjQBH38IUbTPliiK5kOWBvA86DelT43S9Ej9+TL2shCsqeFYd90yHkI1yHcscluA+6/SjTUdOgFRwAwsJVmxsPGiNsrDn7S01IUdVMv+nf8cEtksFGA7Iatrnzj2hbPdyVnGBSuznbNmuMpVUaM31vtHxGcj09PQ+CkByQNWypMAC6bkyqmUAHwZNzUnF1YKiSQFYESy1E/96SFZ6+SLROhlw70gn06iU35W1lXhkogOwmGkRW+b3MSOsNqDu7mH5K/zIxSBXyBv9iZRYaXj5scQZjzS+0lsP+Zjg+cIah60z4/Yf8gaWh5DQpfguLkyJhL9Db99so=,AEXHS1ceHbhh38VcSHVnsMsi1xbQgxwtlcUBtnLfjBJI9SfT+/vZbCHHC5fMtcF+GEH5Qh0MOfEhvtgqKO9wClh4s0/zw0rN1ophrwaUsd46hABjjiI7IJTLBvtbOabClKF/1OhCg0wAKr4QD8m5xIHNpjfzmJg3b+mdwjsx5UXtMlmbPKpPPE9MDg0GXoZpO3q5gYfmBHPaGv2X+I/1C7py4oJ7qV57uwqrseOIhO6akeQkr/WFCwsj1UNjQQQiJrtOQG47y0NH+w6S0iBlBlJvFFoEyLT0/jbARINF1mw+EDid7+fDMT9HWs1AsAjsk2UEkdRIxaDrtse9V0rauuwnZjQ+BYDzjDbdQWHHBfjkN5UFqHHh4CoViSJTEnUBP2F77IOMpewdMtSxoo/hezvywM8cJMBSpCzlt3IwJoWjmbfcJgLZ453jMDuGXLCbW1ZLvXZheQQ0o8si3EgqZ689OoKGGM8hoJU7J4g55eKmSYdlxZTrdyXzIerv+AHExBUi7q442NwWi1iohJyRtwXDERQzwPfLPkTsUXwYkK2bFqVjSLhusilHn1E5rC0NF6qlqN1fLNuGfPlA0/rNnIv98AgAg8BzhoU8ybQr5puksBkk9EDgyCCrpfjFRNnPYfmcW155KfU5SYxdO4rpSRHZNBpEh/GlHZWmxZ0ljkY=
"#10-4 1/8"" x 9 1/2"" Premium Diagonal Seam Envelopes","Allen Rosenblatt",998,93.8,15.74,1.39,Nunavut,IOEq2oGLwi9drsrONEUTbixM9qwVOWNApfDyk3rLM596GKj2krSrA5MpdCm43IjukZr3GYwi0ieJMJnnklxZpIaiW8NSLIUssZpcRnzmQdHs+iDYkRHlXbpJsA1nWXbFC70kM6wQi46Ekg1ZGGr1epSCO+PJIQvQTQBITOVJz44YLsOOXbN6nO7RAuiIiVtmNsEclecqNLE1wXJq+NOVwxZxuDwFAcc6ZJvHxaZX6C7MM2DpQLnuYUAB7I3E1J11GG0RUWGGzjx8lIAHJ1X/0fCc+uP1svff898RyssAC7kqfJkUBgp31EATSHh+P0B8z9rHzf9tuFBNAGpUodUgt+L3/7/Zb7byWciskk0hGsvr7ASCbsr5Sq0N6Uob9pS35/kTAyKzlZ6UEeG65Ln/q9O56pWO0eUo3scaV4UQZ14fQLfoWh+GdSBL9QgNc2PAhEf6TRwQ8ohjoWNDbx1ZPjVgBuPmj6AQK6GaD1hVBAqHKSwbQzN68aiZg0xNOaTGHVqNt6itUKXSUSp5GzKWk+r/DUw/Yyqpvyo6IUTd2znCilMd+A4MzRjH8Wl1w4KtvOV8DEZZjQ+D3J4nFZBR+wQ1cY+QtkTHcB1KMBoKu4EQ0d8Aw8MQzYVdcU6d54FYQ8IHiXtXzqfPF9mA1QUNfZoM/GkVST61G4Tk3V+PK2A=,PYchn7OOOaAfMSXhSK76pbwTPIQpcnAaJfJX7E96H4+OP0iNBmrVGY4ww0hlRNuFAfPPQbHM2jDaONqaJx7nInfWIxSDfEWeuglfhdaoAiedE8XVomIatxxcmtFSCVaWgb4vvU1FLQfwfcctLS/YNNi9kDvbpH+IF4qZ43OU83CTurjd7ucDR8F4uNS3u5bWhrHX0OsO2BJKQjWtCxud3RAuyms5sRYd3HdquhL4w2q9z0+KjLJF8Zh7sn+JejRevNz5gm02wGnZm9t7lvtHEpItKugt+SrtKfhlevy7LV/cWh2GXZqjrfJk8Z/i2Ngql/p+yXJjLKEBYIZXlmK8j/gJ6be0oLB+pv/s9nke/X/aHIunWeIPiYiolQdsP8H4arIvM22/o8DR5Xo+RTQg6XoheU7aiUNapSNATuDstRuP4SiMi7j+3vXeJsAhGuSY34qYRlgGLyzlGDvzD6ec7j73CwCKLI89vODsD5p1E88gDq+6Cq0jVDHLvqFWHNpvL0Riz1uEYWx1wJxEAbR2ESpTs9ic6nMMfim1NqQ9CVQjbiXnxgcRJ7NXFsuYlNrjlGYef42Hp+Y36IoxEZ1q12NlVWe0ZnCaMMnI5bNJwqN8Z7+njAdy3M5Xog1CQZzpwdq4QgipQ4XWb1goCOb0rw+xZ69K36oBC4ZcJtKqFoQ=
"Hon 4-Shelf Metal Bookcases","Sylvia Foulston",1154,440.72,100.98,26.22,Nunavut,WSPeENXKPpC5acqQeIdnCeT5kQtx//K1DU/Ub3P46AOoMdIVkUSA+TbxVV50kX3y5Xstf8eUAB7jEJPRPGZ+3t0mwDZwM7C3p0ZcqQCn851QcUCRUKMWkdQf6hSK5gMdfzHPh7xY/meJUPgZOAHpLeTLTSt9tpsVjGXMdHicAY+GTe2Kzy3eQh4F/LSq7+eyrIY94YP6dvD+9DdKyokAa17eHNwXvA4XBaurW/DFJ5fyScPm7niSEB00FGLTGSMb0ncYJ1dOLMsOgMGXGoXRC8qMEzMZRiP1RIqrQ5gCNGyQvuva4GUpL2lSY0UAPbxYJlRUtCiLZPRunA8beOPy7fr20ShQSrG3QoOlkz7w8nFcVzpJCvFhJVxyO4KCr0XG15wXZNVa5G7CK06c3bH8SfP0Xixn3fmR1g//Xd1NtthpIVshNQ8w+UR+9pIjLk/6KPq9NB5YOXR6/fV6uH9oOyefqS3WXd1NuiJxuuLTg601C/cgiYyMkB8PKp3JeOyu3ePiHHELs14Gp2bs+IFyGw6DJ4H/d6Vf+naNPwrebaUHDMSyLsX91L+AFR/IVerJxWmA0z4WiDO+JjnOmdEzNXMWW/S/jBBEeqr3/1b5DTMUaX2Kn+ZhIN2WOGyHeNpjJJRH2J2GsgzxW3WDZ9kTPrZh6QFjuD/J4F461mRg5wg=,j079EaI3CZWDgowmIj+YP7S91xvYHz/fQDGx6CKBmLPjijCiP8sr+H+Hz0/zzEHtiezqS3PNhy0gMSfxNlQLH0W44d8IHxBL9Nv3w0SSjAwQNBq9blDvcwNnnHWAaT1REqBvZEbCQxgJp8M3Cl1bSiPWbbm5d/izxWZDDlRQnA/HMXR1Hha24HzcYgd6+gpr1LNVO8XlO2nf+qqzyfa0yx9X5Wkn4GWlO2wMjiNrvCFfMG58QfSteVjVCIElG1KqmJ/rWynZJf6mcuqcZ60q09HfqrJv5qm9g9kMoqzOz8/9GbBpDIouv1T3+k6xYZ/siIWfkn+tmyZyG1zfuMgNiMw7oK6269MfP2dMEhzBuMYzhh5sx8yNoNsJIUDCKo3fNZ6eHqrw3Hg0GVGKXjgWP0QCg/gmmvRprlesJdMe04fjz5TrOQfiPK+ke/3fEU7sqKY7A0P1bw8mR1ARVxUsRpsiPhuGRVPRjpYi8eATl2qS8wDg4QPlkSScH+AWr3Lq+WoOWxtijlG9r6rVjl7p5SF+RArcuENtzLU14RQojwxs9gLITGyScVBcQHzZq1UxG9uKkGVrFSBVDqOwIpRkg/BY/LWXVtn6Yv5sHS7RaIY6FzY55ENtI87PYb62KcSx/aeIdyfr1dC8sEjOg/VvFGnclyJTiN72UDVD/SPYfLw=
"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table","Sylvia Foulston",1154,-481.04,71.37,69,Nunavut,LsSF6DgRy6+Ck+ia7xPMrbZ3VvnlujDlM8fTGBl2FCuoXHR7za+Nd0PrESKlsFx/loiwbyK54khbGU+GI15RlQ0NSr8bLYFjL/QgIbykjJBY3cxAti/z8iTJLoH5erimTw3Ao49+HvJ+gpA2y5V5ACrfYeFLSqrRnsbgE6y+1D6ARKSQbXjkQeAkIyXIK0NsPV071eUt86xzd/KOPZKVhgOSuzaisjCD5HbUzoVBX77VCTvAl2REah2FureVHoLRXZq23LNO9w9bPxvyFlHmwXjt0/0KSZke+axASUezB8XzLHYtyo0DvNzapySSGjuJWDvaOcPBefLk/Y2A1CPnf2BIxcLOHCY/qnG2za+5CbnAIiLl3rYW37KGG8DCSDTG7rP9Lf45A0nTbm0pIsRkvl/TPj1g3+TQwNGaGvL+79JiGgC2U1GpD70Mz/3hz5ML+H1b8CltMUKk4o4139NdERWvZsNxecMkKzWs6EDbi0uA9wSSsqz2z9nRg0/kqgNya8B1l3IM5mzAEE1z9vANVf4maUiMnBVMS1QVG/7Vt+9Ln1+L+qKVOhcFAOBp8h7FQRxbc4DoldU9RL5F78wtmbbaMoOq6PyHhr2MCpFL2hcL3LFmn7gN+HhdwYO21pV2u1BuxO8RwY2/9E+LqwnUpDesXnAvL0zXlHBtBlNxVfk=,AQDHQSIJHuw4MewanjI4+QNepxc697A+1wctQaFunanDRopmwqxMa500Z+dqmdzz/2etUn18HRop0hWFWQgKpBjP/4ZySBHsheZvSjAGPqxYTuyDTv19bFFxyjjZz95SVwAeE14iWTvU3qewm3X8HaDLSkuxDxAsTBGpAd0843Kv8XxelKZaIoieIqqfn0vr0foPbzPZGVVdYmanApM80fTbA1smw1wSrKVdMs8s+OoguQg+7j4prv01IcZM0TXQUYt+U0S19yxh49zeyq8eBrnmWR6x7w8xZE2YD6NUxhryK88KfUIdOISCiE1q3zm3FWJ3l5Wx+WKVu5wJd+UPyAjss+IjkQq5p0AM5oIoJ1utykhgbW3qVBgyD10Su8Ks4gYEx571lv3bb/1JgBUjPbOegA6KD0nAIPXhKQEm+Kb4WLgxq/OkVSj+xgF7aIHwDgwWHJmOd4pAGln+xgFV6HWYLXf86nXCAchoTpaCwGio5B64Cb+43i8/otGISBBEy1ksguFB9QzwaxaPdaUQFDaJuR65XkU4Sf8H3oXnyljGUkZf0lG4gtvAJeueEWqVkOdKEnma4PX/LosM5KHdbDpUDNiVZ0sXpTI4acv9s37BlxyGg+Jh8bxeUe1hLksehiQRPwdMWbJwztDU1GpE1Dh9XmvUobFmrFFKF0y47Zs=
g520,"Jim Radford",1344,-11.68,65.99,5.26,Nunavut,sc6mvJn/1GAU6QEz3sA1MUt45EWkzGBsfcVtjX3BKn5PHU6+QKInPSab9fayn8BxpgmNLb6RhvjKWiKgCXZlH2+SdD6vxdbEvD/JaWbBcWo0IIrksHZE9xG1YF15BR2RMu3zT54ZBlN7bh+WDOjRrH68V2zpIDzEXVnvxd+icA/Ak9PZuVS+Dp6S2pezJWGjc9RX/4+rkB0qrAJMvjsthnB841WT6lRr5+8xVOIbAWEs5NR6ywanSuJ7+EkZ+WKX9gIFYh245euGoTNlCtoLVn8wManeRlqe0CQmGHnRB1D9+b5O808/1gZNRL+VnKCo+HOl1t8yoeTSUvUkMlMO7qU8oFvaWcV+sUy3TjZCXEJbWCN+Mc+wuNucDIohaq0ZI6Td2IBzWTZ59IcKtyh8poi7aZP82hjQvdbPrun2MjGpGsGNHj1XjHd50AhHdEOeKG7TIX/LWlNgxCcHy96XDfLogIzMYZn8rX3qMcMh9mVQ4Z1Iz/A7OiQZkVwUX5WbY7sXS6smXFYFywmgrPF+1/UyfYTNTte4cErZxzdSMI4io+iyghHYpkp+qxOw0YZlUIPovTftj7nNYrQEOGz586K4Uep4UrlODWEKhaodZR9oYvJ3eK3Q8dkB1IPABzlYN5Gl5fWlgSca3VCwLXpVSosaKT/suHOlEr6VARa/ELA=,NXq5lZ6/VDHHTQzi6krvJSobAERmRrCnHTZMlXw8HCsj7Jwczn+1taNZz85RiFQVUWxVAn9ZAbDEVl0Zf1PxtrD4PPzhSd/2OjiVT2h67pfxpa/p9fsSE/jQGcFSkeJJPRylAZv2WXrtCQ0gAK2ziALy0qlEoM+xP7bhJzq3eRBVYIJfb53+Gd+k1BVLG3nfKZeKIfug0jFHxJwOh7spva+orms4mr6gD+0tmKsGmAIpcTSqGF/p4x9j+cVmTo7tGvIoNRJu/y8S84/+yKSotMdc4Ctc18ZNPvmFF2tNSSNb3npj3Cx9iCeABr9ZiaieK27k/t1g/7W+schJVuRUc7lKJpDrVI/DWwXSRVyTBRxQkt5omEkO8lT49LVeOijw0lWYTQ/vgkfxhOOdZamSeG5nLyuChdVNNhlD9ON1okzgme/qr/Ha+ofPiOQxvFNOYdieViZ6zp0acXGiuu/xRHyWpDL1vX6f+Zg7LMEWT+Jsb8SNYMvM4cndSkQLpryCqQtg2Ga1kc49sDKU/1391JJ1pEsbxYFTZRdg41RsDEMyKZUGdgA6xtkOwQH84TmMk6KRWy3c+/B/+Y5KTSJpNMrKfixw5cGK0EEcc+3sLNOI8vel+LTOz/Vp+41kBmhHLqi9Ib08Zv4WqWo6OkM+sfqaPxRVLsio5TSGwF9ihys=
