TASK,NAME,EMAIL,STATUS,CREATED_AT,UPDATED_AT,DELETED_AT,FILED1,FILED2
"StarTAC 7760","Michelle Arnett",53190,-170.53,65.99,3.99,,,
"Seth Thomas 12"" Clock w/ Goldtone Case","Sanjit Chand",53536,109.16,22.98,7.58,,,
"Bevis Round Conference Room Tables and Bases","Sanjit Chand",53536,-234.59,179.29,56.2,,,
"#10 Self-Seal White Envelopes","Marina Lichtenstein",53572,4.79,11.09,5.25,,,
"Xerox 1885","Joy Smith",53825,649.8,48.04,7.23,,,
"Fellowes Super Stor/Drawer� Files","Christina DeMoss",53863,1660.15,161.55,19.99,,,
"Advantus Push Pins, Aluminum Head","Monica Federle",54119,-43.45,5.81,3.37,,,
"Acco Perma� 2700 Stacking Storage Drawers","Monica Federle",54119,-41.75,29.74,6.64,,,
"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Dark Blue","Michelle Arnett",56224,-117.27,3.81,5.44,,,
"Bevis Steel Folding Chairs","Michelle Arnett",56224,-1115.99,95.95,74.35,,,
"Staples Vinyl Coated Paper Clips, 800/Box","Michelle Arnett",56224,48.59,7.89,2.82,,,
"Bevis 36 x 72 Conference Tables","Michelle Arnett",56224,-153.25,124.49,51.94,,,
"Telescoping Adjustable Floor Lamp","Michelle Arnett",56293,-44.81,19.99,11.17,,,
"Tenex Personal Self-Stacking Standard File Box, Black/Gray","Michelle Arnett",56293,-27.72,16.91,6.25,,,
"Advantus Push Pins, Aluminum Head","Sally Knutson",57959,-32.06,5.81,3.37,,,
"Micro Innovations Micro 3000 Keyboard, Black","Sally Knutson",57959,-65.33,26.31,5.89,,,
"LX 677","Christina DeMoss",58500,14.01,110.99,8.99,,,
"Bush Westfield Collection Bookcases, Fully Assembled","Joy Smith",59584,-160.46,100.98,35.84,,,
"Canon MP41DH Printing Calculator","Joy Smith",59584,16.81,150.98,13.99,,,
7160,"Sonia Sunley",261,1680.79,140.99,4.2,,,
"Belkin 8 Outlet SurgeMaster II Gold Surge Protector","Anthony O'Donnell",928,300.97,59.98,3.99,,,
"DAX Clear Channel Poster Frame","Anthony O'Donnell",928,45,14.58,7.4,,,
"Memorex 4.7GB DVD-RAM, 3/Pack","Emily Grady",1282,366.48,31.78,1.99,,,
"Prang Drawing Pencil Set","Emily Grady",1282,-2.06,2.78,1.34,,,
"Euro Pro Shark Stick Mini Vacuum","Alex Avila",1856,-712.14,60.98,49,,,
M3682,"Alex Avila",1856,973.16,125.99,8.08,,,
"StarTAC 6500","Alex Avila",1856,676.13,125.99,8.8,,,
"SAFCO Arco Folding Chair","Brian Moss",1925,67.84,276.2,24.49,,,
"Eldon Advantage� Chair Mats for Low to Medium Pile Carpets","Emily Grady",2848,-303.62,43.31,15.9,,,
SC7868i,"Emily Grady",2848,-264.28,125.99,8.99,,,
"HP Office Recycled Paper (20Lb. and 87 Bright)","Anna Andreadi",5504,-20.33,5.78,7.64,,,
"KF 788","Anna Andreadi",5504,20.23,45.99,4.99,,,
"Logitech Internet Navigator Keyboard","Emily Grady",8390,-99.34,30.98,4,,,
"ACCOHIDE� Binder by Acco","Barbara Fisher",8545,-77.34,4.13,5.34,,,
"O'Sullivan Elevations Bookcase, Cherry Finish","Barbara Fisher",8545,-662.8,130.98,54.74,,,
"Serrated Blade or Curved Handle Hand Letter Openers","Emily Grady",9573,-59.91,3.14,1.92,,,
"Tyvek � Top-Opening Peel & Seel Envelopes, Plain White","Kelly Williams",9892,424.36,27.18,8.23,,,
"Keytronic 105-Key Spanish Keyboard","Sonia Sunley",10048,97.16,73.98,4,,,
"*Staples* vLetter Openers, 2/Pack","Sonia Sunley",10048,-20.65,3.68,1.32,,,
"Hon 4700 Series Mobuis� Mid-Back Task Chairs with Adjustable Arms","Sonia Sunley",10144,103.83,355.98,58.92,,,
"Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms","Sonia Sunley",10144,-98.3,160.98,30,,,
"Global Adaptabilities� Conference Tables","Sonia Sunley",10144,539.54,280.98,35.67,,,
"Motorola SB4200 Cable Modem","Sonia Sunley",10432,220.39,179.99,19.99,,,
"Acme Design Line 8"" Stainless Steel Bent Scissors w/Champagne Handles, 3-1/8"" Cut","Jocasta Rupert",10661,-99.34,6.84,8.37,,,
"Jet-Pak Recycled Peel 'N' Seal Padded Mailers","Sonia Sunley",12806,107.93,35.89,14.72,,,
"Wilson Jones DublLock� D-Ring Binders","Kelly Williams",13158,29.33,6.75,2.99,,,
"Strathmore Photo Mount Cards","Anna Andreadi",13507,-75.71,6.78,6.18,,,
"Xerox 1978","Rick Duston",14375,-21.77,5.78,5.67,,,
"GBC White Gloss Covers, Plain Front","Sonia Sunley",14627,67.86,14.48,6.46,,,
"GBC DocuBind 200 Manual Binding Machine","Angele Hood",14852,1234.57,420.98,19.99,,,
"Self-Adhesive Address Labels for Typewriters by Universal","Sonia Sunley",16230,-7.86,7.31,0.49,,,
"O'Sullivan Elevations Bookcase, Cherry Finish","Sonia Sunley",16230,-801.09,130.98,54.74,,,
"Xerox 1891","Sonia Sunley",16230,223.76,48.91,5.81,,,
"Fellowes Recycled Storage Drawers","Sonia Sunley",16230,506.86,111.03,8.64,,,
"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators","Sonia Sunley",19074,191.47,208.16,68.02,,,
"DAX Contemporary Wood Frame with Silver Metal Mat, Desktop, 11 x 14 Size","Dennis Bolton",20194,68.89,20.24,6.67,,,
"Newell 312","Stewart Carmichael",21024,33.8,5.84,1.2,,,
"Avery 487","Dennis Bolton",21509,15.82,3.69,0.5,,,
"Avery 487","Sonia Sunley",21856,71.77,3.69,0.5,,,
"Serrated Blade or Curved Handle Hand Letter Openers","Sonia Sunley",21856,-47.75,3.14,1.92,,,
"Eureka Hand Vacuum, Bagless","Stewart Carmichael",22119,-122.77,49.43,19.99,,,
"Airmail Envelopes","Kelly Williams",22534,-44.18,83.93,19.99,,,
"Keytronic French Keyboard","Sonia Sunley",22629,-243.02,73.98,14.52,,,
"TDK 4.7GB DVD-R","Kelly Williams",23011,-33.93,10.01,1.99,,,
"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue","Sonia Sunley",24070,-98.31,4.91,4.97,,,
"Hon Olson Stacker Stools","Sonia Sunley",24070,-164.59,140.81,24.49,,,
"Newell 314","Sonia Sunley",24070,88.8,5.58,0.7,,,
"Global Ergonomic Managers Chair","Sonia Sunley",24737,-210.97,180.98,26.2,,,
"Xerox 1995","Sonia Sunley",24737,-28.15,6.48,5.19,,,
"Belkin 8 Outlet Surge Protector","Anna Andreadi",26373,2.3,40.98,5.33,,,
"Canon Image Class D660 Copier","Seth Vernon",26978,-635.69,599.99,24.49,,,
"Xerox 1919","Seth Vernon",26978,938.26,40.99,5.86,,,
"Eldon Jumbo ProFile� Portable File Boxes Graphite/Black","Seth Vernon",26978,-157.44,15.31,8.78,,,
Accessory27,"Alex Avila",27174,-245.56,35.99,5,,,
"Berol Giant Pencil Sharpener","Sarah Foster",27876,-70.54,16.99,8.99,,,
"Verbatim DVD-R 4.7GB authoring disc","Alex Avila",28582,423.87,39.24,1.99,,,
"TOPS Money Receipt Book, Consecutively Numbered in Red,","Alex Avila",28582,87.96,8.01,2.87,,,
"Xerox 227","Anna Andreadi",28868,-142.3,6.48,8.73,,,
"Sauder Forest Hills Library, Woodland Oak Finish","Angele Hood",29857,-639.47,140.98,36.09,,,
"GBC VeloBinder Electric Binding Machine","Sonia Sunley",29921,1733.47,120.98,9.07,,,
Accessory4,"Kelly Williams",30659,-106.51,85.99,0.99,,,
"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table","Anna Andreadi",30660,-647.14,71.37,69,,,
"Adams Phone Message Book, Professional, 400 Message Capacity, 5 3/6� x 11�","Alex Avila",30883,59.84,6.98,1.6,,,
"Microsoft Internet Keyboard","Jim Karlsson",32871,9.72,20.97,4,,,
"Xerox 1962","Sonia Sunley",33600,-94.36,4.28,4.79,,,
636,"Alex Avila",33632,-277.78,115.99,5.26,,,
"Global Commerce� Series High-Back Swivel/Tilt Chairs","Lisa DeCherney",33665,1063.46,284.98,69.55,,,
"Wilson Jones Easy Flow II� Sheet Lifters","Barbara Fisher",34434,-63.19,1.8,4.79,,,
"Avery White Multi-Purpose Labels","Barbara Fisher",34434,50.66,4.98,0.49,,,
Accessory25,"Barbara Fisher",34753,-63.7,20.99,0.99,,,
"Xerox 199","Lisa DeCherney",35364,-54.75,4.28,5.68,,,
"Bretford Rectangular Conference Table Tops","Lisa DeCherney",35364,-871.52,376.13,85.63,,,
"Bush Advantage Collection� Racetrack Conference Table","Lisa DeCherney",35364,455.02,424.21,110.2,,,
"T28 WORLD","Lisa DeCherney",35364,-554.44,195.99,8.99,,,
"Hon Comfortask� Task/Swivel Chairs","Barbara Fisher",35812,-112.62,113.98,30,,,
"Fellowes 17-key keypad for PS/2 interface","Barbara Fisher",35812,-147.81,30.73,4,,,
"Xerox 1938","Barbara Fisher",35812,307.64,47.9,5.86,,,
"Executive Impressions 12"" Wall Clock","Alex Avila",37063,89.6,17.67,8.99,,,
"1726 Digital Answering Machine","Roy Skaria",37281,3.31,20.99,4.81,,,
"Hon 4070 Series Pagoda� Armless Upholstered Stacking Chairs","Angele Hood",37798,813.49,291.73,48.8,,,
"Rediform S.O.S. Phone Message Books","Seth Vernon",38017,45.14,4.98,0.8,,,
"StarTAC 3000","Seth Vernon",38017,453.65,125.99,7.69,,,
"Staples� General Use 3-Ring Binders","Sarah Foster",38272,-20.65,1.88,1.49,,,
"Adesso Programmable 142-Key Keyboard","Kelly Williams",39301,-521.09,152.48,4,,,
"ACCOHIDE� 3-Ring Binder, Blue, 1""","Dennis Bolton",39367,-146.97,4.13,5.04,,,
"Ampad #10 Peel & Seel� Holiday Envelopes","Dennis Bolton",39367,5.9,4.48,2.5,,,
"Imation 3.5"" DS-HD Macintosh Formatted Diskettes, 10/Pack","Roy Skaria",39655,-72.43,7.28,3.52,,,
"Durable Pressboard Binders","Jim Karlsson",40803,9.24,3.8,1.49,,,
"Global Leather and Oak Executive Chair, Black","Jim Karlsson",40803,1512.07,300.98,64.73,,,
"3M Organizer Strips","Barbara Fisher",40806,-41.26,5.4,7.78,,,
"Xerox 1983","Anna Andreadi",43523,-97.23,5.98,5.46,,,
"Advantus Map Pennant Flags and Round Head Tacks","Seth Vernon",44199,-6.33,3.95,2,,,
"Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms","Alex Avila",44231,116.1,160.98,30,,,
"Belkin 107-key enhanced keyboard, USB/PS/2 interface","Alex Avila",44231,-87.96,17.98,4,,,
5185,"Alex Avila",44231,311.64,115.99,8.99,,,
"Hon Every-Day� Chair Series Swivel Task Chairs","Sonia Sunley",45573,-151.46,120.98,30,,,
"Avery 494","Lisa DeCherney",45763,24.28,2.61,0.5,,,
"Xerox 1905","Dennis Bolton",48165,-147.27,6.48,9.54,,,
"Dana Halogen Swing-Arm Architect Lamp","Anthony O'Donnell",48197,154.74,40.97,14.45,,,
"Maxell DVD-RAM Discs","Barbara Fisher",48484,67.96,16.48,1.99,,,
"DAX Contemporary Wood Frame with Silver Metal Mat, Desktop, 11 x 14 Size","Barbara Fisher",48484,133.83,20.24,6.67,,,
"Computer Printout Paper with Letter-Trim Perforations","Barbara Fisher",48484,153.8,18.97,9.03,,,
